neighborhood,city,current_price,baseline_cagr,recovery_cagr,peak_price_2022,distance_from_peak,median_nightly_rate,median_monthly_str_income,median_bedrooms,occupancy_rate,listing_count,monthly_mortgage,monthly_property_tax,monthly_insurance,monthly_maintenance,monthly_base_costs,str_utilities,str_cleaning,str_supplies,str_platform_fees,str_additional_costs,str_total_costs,str_monthly_cash_flow,str_annual_cash_flow,str_cash_on_cash_return,estimated_ltr_rent,ltr_effective_rent,ltr_monthly_cash_flow,ltr_annual_cash_flow,ltr_cash_on_cash_return,str_total_invested,str_cumulative_cash_flow,str_appreciation_gain,str_principal_paydown,str_total_return,str_roi_pct,str_annualized_roi,ltr_total_invested,ltr_cumulative_cash_flow,ltr_appreciation_gain,ltr_principal_paydown,ltr_total_return,ltr_roi_pct,ltr_annualized_roi,metro,metro_display,state,has_str_data
Rollingwood,Bedford,400838.9731479413,4.530123802770758,1.5047118895567202,391227.25887181,2.4568109859851806,0.0,0.0,0.0,0.0,0,2133.433352003093,768.2746985335542,167.0162388116422,334.0324776232844,3402.7567669715745,200,300,75,0.0,575.0,3977.7567669715745,-3977.7567669715745,-47733.08120365889,-59.54146727399385,2725.7050174060005,2507.6486160135205,-895.108150958054,-10741.297811496648,-13.398519768600769,92192.96382402649,-238665.40601829445,75231.98602942383,18818.299963309255,-144615.12002556137,-156.8613417197388,-100.0,92192.96382402649,-58178.33366008793,75231.98602942383,18818.299963309255,35871.95233264516,38.90964217303592,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Vista Greens,Fort Worth,315418.13168164436,6.919856181602335,-3.4039504937529608,367580.0978802978,-14.190639400623905,0.0,0.0,0.0,0.0,0,1678.7877602604315,604.551419056485,131.42422153401847,262.84844306803694,2677.611843918972,200,300,75,0.0,575.0,3252.611843918972,-3252.611843918972,-39031.34212702767,-61.87238177927975,2144.8432954351815,1973.255831800367,-704.3560121186051,-8452.272145423261,-13.398519768600764,72546.1702867782,-195156.71063513833,59199.663869367214,14808.023703975108,-121149.023061796,-166.9957526122862,-100.0,72546.1702867782,-45780.232304515615,59199.663869367214,14808.023703975108,28227.455268826707,38.90964217303593,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
The Parks,Saginaw,285027.46581846825,5.320503241989649,-2.372257486300955,316770.87821218325,-10.020937711468614,0.0,0.0,0.0,0.0,0,1517.0358736290084,546.3026428187308,118.76144409102845,237.5228881820569,2419.622848720824,200,300,75,0.0,575.0,2994.622848720824,-2994.622848720824,-35935.47418464989,-63.03861643905031,1938.186767565584,1783.1318261603374,-636.4910225604867,-7637.892270725841,-13.398519768600744,65556.3171382477,-179677.37092324943,53495.752067359106,13381.264569735766,-112800.35428615456,-172.06633808954948,-100.0,65556.3171382477,-41369.288216782006,53495.752067359106,13381.264569735766,25507.728420312866,38.90964217303602,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Quail Ridge,Fort Worth,389768.1129632511,3.2842394391846774,-1.14513189204144,412961.3209216756,-5.616314841947023,0.0,0.0,0.0,0.0,0,2074.509584765859,747.0555498462312,162.4033804013546,324.8067608027092,3308.775275816154,200,300,75,0.0,575.0,3883.775275816154,-3883.775275816154,-46605.303309793846,-59.78593650911097,2650.4231681501074,2438.389314698099,-870.3859611180551,-10444.631533416661,-13.39851976860075,89646.66598154776,-233026.51654896923,73154.13718102622,18298.5531777828,-141573.8261901602,-157.92425143763938,-100.0,89646.66598154776,-56571.49340533206,73154.13718102622,18298.5531777828,34881.19695347696,38.90964217303593,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Greenbriar,Benbrook,257201.53256678252,4.939219850844467,-1.0897968958849757,269469.81541803613,-4.552748452445954,0.0,0.0,0.0,0.0,0,1368.9345710447215,492.96960408633316,107.1673052361594,214.3346104723188,2183.4060908395327,200,300,75,0.0,575.0,2758.4060908395327,-2758.4060908395327,-33100.87309007439,-64.34812568910282,2057.6122605342603,1893.0032796915195,-290.40281114801314,-3484.8337337761577,-6.7745197686007534,59156.35249035999,-165504.36545037196,48273.2054541737,12074.91265845098,-105156.24733774728,-177.75985656803866,-100.0,59156.35249035999,-18874.98357010084,48273.2054541737,12074.91265845098,41473.13454252384,70.10766011863599,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Kings Mill,Mansfield,688165.6434135173,4.583068441194116,0.5938372226359734,700931.207350196,-1.8212292166213673,0.0,0.0,0.0,0.0,0,3662.706557276804,1318.984149875908,286.73568475563224,573.4713695112645,5841.897761419608,200,300,75,0.0,575.0,6416.897761419608,-6416.897761419608,-77002.7731370353,-55.94784763961581,3784.911038774345,3482.1181556723973,-2359.779605747211,-28317.35526896653,-20.574519768600748,158278.09798510897,-385013.8656851765,129159.2672853875,32307.505930616346,-223547.09246917267,-141.2369085267908,-100.0,158278.09798510897,-153375.9301828383,129159.2672853875,32307.505930616346,8090.8430331655545,5.111789398636034,1.0020726320341344,fort_worth,"Fort Worth Metro, TX",TX,True
Hurstview,Hurst,242657.40059261743,-2.4231223142433755,,,,0.0,0.0,0.0,0.0,0,1291.5245927037024,465.09335113585007,101.10725024692393,202.21450049384785,2059.939694580324,200,300,75,0.0,575.0,2634.939694580324,-2634.939694580324,-31619.27633496389,-65.1520956248261,1941.2592047409394,1785.9584683616642,-273.9812262186599,-3287.774714623919,-6.774519768600755,55811.20213630201,-158096.38167481945,45543.47105510204,11392.105205756554,-101160.80541396086,-181.25537802770515,-100.0,55811.20213630201,-17807.648359015097,45543.47105510204,11392.105205756554,39127.9279018435,70.10766011863595,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Tejas Trails,Fort Worth,484129.5232210238,4.9347586983037095,0.1680506641996038,490918.30978502537,-1.3828749974663657,0.0,0.0,0.0,0.0,0,2576.740638310841,927.9149195069622,201.7206346754266,403.4412693508532,4109.817461844083,200,300,75,0.0,575.0,4684.817461844083,-4684.817461844083,-56217.80954212899,-58.060711902157,2807.951234681938,2583.315135907383,-1526.5023259366994,-18318.027911240395,-18.918519768600756,111349.79034083549,-281089.04771064495,90864.48166793672,22728.564833701006,-167496.00120900723,-150.42327488566553,-100.0,111349.79034083549,-99216.34783036103,90864.48166793672,22728.564833701006,14376.698671276696,12.911293885035995,2.458378111219628,fort_worth,"Fort Worth Metro, TX",TX,True
Villages of Sunset Pointe,Fort Worth,305796.9248883947,6.061849679414055,-3.8440704336466514,355478.76235076116,-13.97603534282139,0.0,0.0,0.0,0.0,0,1627.5796571709602,586.1107727027565,127.41538537016447,254.83077074032894,2595.93658598421,200,300,75,0.0,575.0,3170.93658598421,-3170.93658598421,-38051.23903181052,-62.216516803918,2079.419089241084,1913.0655621017972,-682.8710238824128,-8194.452286588954,-13.398519768600755,70333.29272433078,-190256.1951590526,57393.89511047758,14356.334203768813,-118505.9658448062,-168.4919918498438,-100.0,70333.29272433078,-44383.79678669534,57393.89511047758,14356.334203768813,27366.43252755105,38.90964217303597,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Heights of Park Vista,Fort Worth,332842.81829326367,6.538229849398891,-2.5648047677762853,374072.4807870311,-11.02183790879836,0.0,0.0,0.0,0.0,0,1771.5292601038364,637.9487350620888,138.6845076221932,277.3690152443864,2825.5315180325047,200,300,75,0.0,575.0,3400.5315180325047,-3400.5315180325047,-40806.378216390054,-61.29977270598048,2263.331164394193,2082.2646712426576,-743.266846789847,-8919.202161478164,-13.398519768600753,76553.84820745065,-204031.89108195028,62470.03892655659,15626.065365066519,-125935.78679032717,-164.50614794576765,-100.0,76553.84820745065,-48309.27588441495,62470.03892655659,15626.065365066519,29786.82840720816,38.90964217303597,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Lonesome Dove Estates,Hurst,580215.7945704018,2.2335118223721917,,,,0.0,0.0,0.0,0.0,0,3088.152126960482,1112.0802729266034,241.75658107100074,483.5131621420015,4925.502143100088,200,300,75,0.0,575.0,5500.502143100088,-5500.502143100088,-66006.02571720106,-56.88058334061093,3365.2516085083303,3096.031479827664,-1829.4706632724237,-21953.647959269085,-18.91851976860076,133449.6327511924,-330030.1285860053,108898.55896088458,27239.554028210172,-193892.01559691055,-145.2922811398131,-100.0,133449.6327511924,-118908.03871608712,108898.55896088458,27239.554028210172,17230.07427300763,12.911293885035946,2.4583781112196057,fort_worth,"Fort Worth Metro, TX",TX,True
Chapman Place,Waxahachie,338512.491201125,6.662883586578783,-0.3018415991256518,346836.27579178236,-2.399917532171403,0.0,0.0,0.0,0.0,0,1801.7056403634358,648.8156081354897,141.0468713338021,282.0937426676042,2873.661862500332,200,300,75,0.0,575.0,3448.661862500332,-3448.661862500332,-41383.942350003985,-61.12616731389091,2301.8849401676503,2117.734144954238,-755.9277175460938,-9071.132610553126,-13.398519768600755,77857.87297625875,-206919.71175001992,63534.15888885927,15892.241093030461,-127493.3117681302,-163.75134189320434,-100.0,77857.87297625875,-49132.1802032906,63534.15888885927,15892.241093030461,30294.21977859913,38.90964217303595,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Crystal Forest,Midlothian,615722.3295664556,6.273705982283473,1.3110198700736042,606985.7387509414,1.4393403761828738,0.0,0.0,0.0,0.0,0,3277.132817584814,1180.1344650023732,256.55097065268984,513.1019413053797,5226.920194545257,200,300,75,0.0,575.0,5801.920194545257,-5801.920194545257,-69623.04233454308,-56.53769482711978,3571.189511485442,3285.4943505666065,-1941.4258439786504,-23297.110127743807,-18.91851976860076,141616.1358002848,-348115.2116727154,115562.64934061537,28906.489308894263,-203646.07302320574,-143.80146151593848,-100.0,141616.1358002848,-126184.66316770329,115562.64934061537,28906.489308894263,18284.475481806352,12.911293885035931,2.4583781112196057,fort_worth,"Fort Worth Metro, TX",TX,True
Big Bear Creek Meadows,Fort Worth,414755.97460402624,7.007149076391772,-1.3062497361200576,447917.52702602,-7.403495157283135,0.0,0.0,0.0,0.0,0,2207.505478356258,794.9489513243835,172.81498941834425,345.6299788366885,3520.8993979356746,200,300,75,0.0,575.0,4095.8993979356746,-4095.8993979356746,-49150.792775228096,-59.25266395758746,2820.3406273073783,2594.713377122788,-926.1860208128865,-11114.232249754637,-13.398519768600755,95393.87415892605,-245753.96387614048,77844.0166183986,19471.665343261382,-148438.2819144805,-155.6056751266675,-100.0,95393.87415892605,-60198.26687142561,77844.0166183986,19471.665343261382,37117.415090234375,38.909642173036,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Saginaw West,Saginaw,257029.41847498875,8.893516619299135,-1.911998950148941,276762.7343367032,-7.1300480207379895,0.0,0.0,0.0,0.0,0,1368.0185075669142,492.63971874372845,107.0955910312453,214.1911820624906,2181.9449994043784,200,300,75,0.0,575.0,2756.9449994043784,-2756.9449994043784,-33083.33999285254,-64.35710781501814,2056.23534779991,1891.7365199759172,-290.20847942846126,-3482.501753141535,-6.774519768600755,59116.76624924742,-165416.6999642627,48240.90199613516,12066.832369795768,-105108.96559833176,-177.79890928940966,-100.0,59116.76624924742,-18862.35281078005,48240.90199613516,12066.832369795768,41445.381555150874,70.10766011863596,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Wakefield,Burleson,296703.7060148137,8.29192463863766,-2.3246477617985373,328308.6857966858,-9.626604823195073,0.0,0.0,0.0,0.0,0,1579.1817275245292,568.6821031950595,123.62654417283903,247.25308834567807,2518.743463238106,200,300,75,0.0,575.0,3093.743463238106,-3093.743463238106,-37124.92155885727,-62.562281505516005,2017.5852009007328,1856.1783848286743,-662.5650784094316,-7950.78094091318,-13.398519768600762,68241.85238340715,-185624.60779428633,55687.22245365672,13929.432300864486,-116007.95303976513,-169.99531663940027,-100.0,68241.85238340715,-43063.99417988609,55687.22245365672,13929.432300864486,26552.66057463512,38.909642173035934,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Bedford Park Estates,Bedford,411357.8007784349,4.5573945646878,0.978034684981699,404932.4867050296,1.586761814466553,0.0,0.0,0.0,0.0,0,2189.41897015451,788.4357848253335,171.39908365768122,342.79816731536243,3492.052005952887,200,300,75,0.0,575.0,4067.052005952887,-4067.052005952887,-48804.62407143465,-59.32137907568422,2797.233045293357,2573.4544016698887,-918.5976042829984,-11023.171251395981,-13.398519768600753,94612.29417904002,-244023.12035717326,77206.22592712747,19312.130321316654,-147504.76410872914,-155.90443650969695,-100.0,94612.29417904002,-59705.05113167949,77206.22592712747,19312.130321316654,36813.30511676463,38.90964217303599,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Oak Harbor,Azle,437260.36748962384,2.9933206181490313,-0.7435457010737223,464379.48620315926,-5.839861475205477,0.0,0.0,0.0,0.0,0,2327.283308270504,838.0823710217791,182.1918197873433,364.3836395746866,3711.9411386543134,200,300,75,0.0,575.0,4286.941138654313,-4286.941138654313,-51443.29366385176,-58.82455567514073,2973.370498929442,2735.500859015087,-976.4402796392264,-11717.283355670717,-13.398519768600758,100569.88452261349,-257216.46831925877,82067.7829799222,20528.185402893985,-154620.4999364426,-153.74433476820352,-100.0,100569.88452261349,-63464.58618123181,82067.7829799222,20528.185402893985,39131.38220158437,38.90964217303595,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Cobblestone,Fort Worth,269491.6965936132,9.294944868934696,0.02126784585059216,275245.67838696315,-2.0904894227841586,0.0,0.0,0.0,0.0,0,1434.3479853904162,516.5257518044253,112.2882069140055,224.576413828011,2287.738357936858,200,300,75,0.0,575.0,2862.738357936858,-2862.738357936858,-34352.860295242295,-63.7363984298291,2155.9335727489056,1983.4588869289933,-304.2794710078647,-3651.3536520943762,-6.774519768600751,61983.09021653103,-171764.30147621146,50579.90093616367,12651.902444246603,-108532.49809580119,-175.10017283206594,-100.0,61983.09021653103,-19776.909160377163,50579.90093616367,12651.902444246603,43454.89422003311,70.10766011863602,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Donna Park,Hurst,321145.1628107236,-1.4724262483903017,,,,0.0,0.0,0.0,0.0,0,1709.2694250615934,615.5282287205536,133.81048450446818,267.62096900893636,2726.2291072955513,200,300,75,0.0,575.0,3301.2291072955513,-3301.2291072955513,-39614.74928754661,-61.67732520214657,2183.7871071129202,2009.0841385438866,-717.1449687516647,-8605.739625019976,-13.398519768600755,73863.38744646643,-198073.74643773306,60274.54918430874,15076.892244476156,-122722.30500894817,-166.14768053779412,-100.0,73863.38744646643,-46611.46167648164,60274.54918430874,15076.892244476156,28739.979752303254,38.90964217303596,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Ridgeview,Fort Worth,368654.80941729824,6.217091118332796,-3.376317590985789,428980.5437218887,-14.062580503347977,0.0,0.0,0.0,0.0,0,1962.1357165210757,706.5883847164882,153.60617059054093,307.21234118108185,3129.5426130091864,200,300,75,0.0,575.0,3704.5426130091864,-3704.5426130091864,-44454.51135611023,-60.2928677729388,2506.852704037628,2306.304487714618,-823.2381252945684,-9878.85750353482,-13.398519768600744,84790.60616597859,-222272.55678055115,69191.45923848532,17307.340980466106,-135773.75656159973,-160.1283004108038,-100.0,84790.60616597859,-53507.07876342093,69191.45923848532,17307.340980466106,32991.721455530496,38.90964217303603,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Trail Ridge,Benbrook,372951.42079396377,6.4465278443208485,-0.05926193658646328,381325.3976777191,-2.1960186588024455,0.0,0.0,0.0,0.0,0,1985.0040866787624,714.8235565217639,155.39642533081823,310.79285066163646,3166.016919192981,200,300,75,0.0,575.0,3741.016919192981,-3741.016919192981,-44892.203030315766,-60.185054309146025,2536.0696613989535,2333.184088487037,-832.8328307059437,-9993.993968471324,-13.398519768600755,85778.82678261166,-224461.01515157882,69997.87435457198,17509.055202705727,-136954.0855943011,-159.65954622040047,-100.0,85778.82678261166,-54130.69499593516,69997.87435457198,17509.055202705727,33376.23456134254,38.90964217303597,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Fall Creek Estates,Keller,652651.321989576,1.4731108592880071,,,,0.0,0.0,0.0,0.0,0,3473.6844240132555,1250.9150338133538,271.93805082899,543.87610165798,5540.413610313579,200,300,75,0.0,575.0,6115.413610313579,-6115.413610313579,-73384.96332376295,-56.22065017814752,3589.5822709426675,3302.415689267254,-2237.997921046325,-26855.9750525559,-20.57451976860076,150109.80405760248,-366924.8166188147,122493.71549977222,30640.205098313163,-213790.89602072933,-142.42300652040697,-100.0,150109.80405760248,-145460.6235479557,122493.71549977222,30640.205098313163,7673.29705012968,5.111789398635923,1.0020726320341122,fort_worth,"Fort Worth Metro, TX",TX,True
La Bandara,Benbrook,363001.8291783412,5.4432967148321465,-1.3672455479677326,387583.5135216904,-6.342293592416571,0.0,0.0,0.0,0.0,0,1932.0481816556621,695.753505925154,151.25076215764219,302.50152431528437,3081.553974053743,200,300,75,0.0,575.0,3656.553974053743,-3656.553974053743,-43878.647688644916,-60.43860410836598,2468.41243841272,2270.9394433397024,-810.6145307140405,-9727.374368568486,-13.398519768600767,83490.42071101848,-219393.23844322457,68130.47226154065,17041.948927922116,-134220.8172537618,-160.7619366517916,-100.0,83490.42071101848,-52686.597242043244,68130.47226154065,17041.948927922116,32485.82394741952,38.90964217303587,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Remington Ranch,Mansfield,326185.1462538482,7.365207332751478,-1.1270061915172325,340819.2897592957,-4.293813157049553,0.0,0.0,0.0,0.0,0,1736.0943335445738,625.1881969865424,135.9104776057701,271.8209552115402,2769.013963348427,200,300,75,0.0,575.0,3344.013963348427,-3344.013963348427,-40128.16756018112,-61.5113349290161,2218.0589945261677,2040.6142749640744,-728.3996883843524,-8740.79626061223,-13.398519768600758,75022.58363838508,-200640.8378009056,61220.48505727021,15313.505764109694,-124106.8469795257,-165.42598369809647,-100.0,75022.58363838508,-47342.97197871766,61220.48505727021,15313.505764109694,29191.018842662248,38.90964217303595,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Skyline,North Richland Hills,306568.0854087857,4.571601247205037,0.7576557314122212,307027.3741019155,-0.14959209890430536,0.0,0.0,0.0,0.0,0,1631.6840973181586,587.5888303668393,127.73670225366071,255.47340450732142,2602.4830344459797,200,300,75,0.0,575.0,3177.4830344459797,-3177.4830344459797,-38129.79641335175,-62.18813736352972,2084.6629807797426,1917.8899423173632,-684.5930921286165,-8215.117105543399,-13.398519768600753,70510.6596440207,-190648.98206675876,57538.63137961045,14392.53809352187,-118717.81259362644,-168.36860297859047,-100.0,70510.6596440207,-44495.72411179661,57538.63137961045,14392.53809352187,27435.44536133571,38.909642173035934,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Spring Creek,Saginaw,304658.38391640066,6.4526369213829815,-3.94260549777109,359148.0474879302,-15.171922540762461,0.0,0.0,0.0,0.0,0,1621.519863974709,583.9285691731012,126.94099329850029,253.88198659700058,2586.271413043311,200,300,75,0.0,575.0,3161.271413043311,-3161.271413043311,-37935.256956519734,-62.258678833747936,2071.6770106315244,1905.9428497810025,-680.3285632623085,-8163.942759147702,-13.39851976860075,70071.42830077215,-189676.28478259867,57180.20656161639,14302.882800669846,-118193.19542031243,-168.67530502301747,-100.0,70071.42830077215,-44218.54734492035,57180.20656161639,14302.882800669846,27264.542017365886,38.90964217303595,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Bellevue,Waxahachie,232182.37201394397,8.942933710671785,-1.6451187754434549,246469.55175752108,-5.796732148737371,0.0,0.0,0.0,0.0,0,1235.7720914999848,445.0162130267259,96.74265500581,193.48531001162,1971.0162695441406,200,300,75,0.0,575.0,2546.0162695441404,-2546.0162695441404,-30552.195234529685,-65.79352896070603,1857.4589761115517,1708.8622580226277,-262.154011521513,-3145.848138258156,-6.7745197686007534,53401.94556320711,-152760.97617264843,43577.45163962542,10900.331094148481,-98283.19343887453,-184.0442186184874,-100.0,53401.94556320711,-17038.92824158165,43577.45163962542,10900.331094148481,37438.85449219225,70.10766011863598,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Pleasant Manor,Burleson,246076.5254460411,8.195884727446723,-1.6107939563816065,265380.9639669449,-7.274236340217788,0.0,0.0,0.0,0.0,0,1309.7226110741976,471.64667377157883,102.53188560251714,205.06377120503427,2088.964941653328,200,300,75,0.0,575.0,2663.964941653328,-2663.964941653328,-31967.579299839934,-64.9545486752447,1968.6122035683288,1811.1232272828627,-277.8417143704653,-3334.1005724455836,-6.774519768600753,56597.60085258946,-159837.89649919968,46185.193967386585,11552.623821495014,-102100.07871031808,-180.39647824691633,-100.0,56597.60085258946,-18058.56414784593,46185.193967386585,11552.623821495014,39679.25364103567,70.10766011863603,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
Summer Hills,Watauga,317359.0029543939,-1.9384938181967293,,,,0.0,0.0,0.0,0.0,0,1689.1178922650865,608.271422329255,132.23291789766412,264.46583579532825,2694.088068287334,200,300,75,0.0,575.0,3269.088068287334,-3269.088068287334,-39229.05681944801,-61.80548913730583,2158.0412200898786,1985.3979224826885,-708.6901458046455,-8504.281749655745,-13.398519768600755,72992.57067951061,-196145.28409724004,59563.938828285725,14899.142333268916,-121682.2029356854,-166.70491503848655,-100.0,72992.57067951061,-46061.9330972567,59563.938828285725,14899.142333268916,28401.148064297944,38.90964217303596,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Pecan Valley,Benbrook,295329.39302252186,4.2424184179114866,-0.8430797613076968,312364.6562103308,-5.453646194958184,0.0,0.0,0.0,0.0,0,1571.8670566210976,566.048003293167,123.05391375938412,246.10782751876823,2507.076801192417,200,300,75,0.0,575.0,3082.076801192417,-3082.076801192417,-36984.921614309,-62.616391202701124,2008.2398725531486,1847.5806827488968,-659.4961184435201,-7913.953421322241,-13.398519768600753,67925.76039518003,-184924.60807154502,55429.282725330966,13864.912042444223,-115630.41330376983,-170.23057619237915,-100.0,67925.76039518003,-42864.524454696846,55429.282725330966,13864.912042444223,26429.670313078343,38.909642173035984,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Twin Creeks,Mansfield,604166.0390111018,5.601455613339157,-1.173051235205047,646805.3245698494,-6.592290437173565,0.0,0.0,0.0,0.0,0,3215.6253860528745,1157.9849081046118,251.7358495879591,503.4716991759182,5128.817842921363,200,300,75,0.0,575.0,5703.817842921363,-5703.817842921363,-68445.81411505636,-56.644870528545745,3504.1630262643903,3223.8299841632393,-1904.9878587581238,-22859.854305097484,-18.91851976860075,138958.1889725534,-342229.0705752818,113393.6918592992,28363.95288728352,-200471.42582869908,-144.26744282648616,-100.0,138958.1889725534,-123816.34459101263,113393.6918592992,28363.95288728352,17941.30015557009,12.911293885036024,2.458378111219628,fort_worth,"Fort Worth Metro, TX",TX,True
Oak Timber,Hurst,297873.8967776689,-1.7654097976887106,,,,0.0,0.0,0.0,0.0,0,1585.4099741994348,570.9249688238655,124.11412365736204,248.2282473147241,2528.6773139953866,200,300,75,0.0,575.0,3103.6773139953866,-3103.6773139953866,-37244.127767944636,-62.51660211056258,2025.5424980881485,1863.4990982410966,-665.17821575429,-7982.13858905148,-13.398519768600764,68510.99625886386,-186220.6388397232,55906.85123483912,13984.369575592951,-116329.41802929112,-169.79671057438546,-100.0,68510.99625886386,-43233.8373169261,55906.85123483912,13984.369575592951,26657.38349350597,38.90964217303595,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Brooks-Moreland,Benbrook,339817.48552977596,4.021127362281285,1.2794459157725369,335354.60636646795,1.3307940545868258,0.0,0.0,0.0,0.0,0,1808.651368227805,651.3168472654039,141.59061897074,283.18123794148,2884.7400724054287,200,300,75,0.0,575.0,3459.7400724054287,-3459.7400724054287,-41516.88086886515,-61.08702853259636,2310.7589016024763,2125.8981894742783,-758.8418829311504,-9106.102595173805,-13.39851976860075,78158.02167184847,-207584.40434432574,63779.088453293894,15953.507028660708,-127851.80886237114,-163.58117327888013,-100.0,78158.02167184847,-49321.58891991443,63779.088453293894,15953.507028660708,30411.006562040173,38.909642173036005,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Corinth Farms,Corinth,382190.9377599221,5.68204991578527,-0.9550884419363137,404026.0362444248,-5.404379056228215,0.0,0.0,0.0,0.0,0,2034.1806762123824,732.5326307065174,159.24622406663423,318.49244813326845,3244.4519791188022,200,300,75,0.0,575.0,3819.4519791188022,-3819.4519791188022,-45833.42374942562,-59.96142140112234,2598.8983767674704,2390.9865066260727,-853.4654724927295,-10241.585669912754,-13.398519768600753,87903.9156847821,-229167.11874712812,71732.00515987433,17942.825403282768,-139492.28818397102,-158.68722922899312,-100.0,87903.9156847821,-55471.731514121166,71732.00515987433,17942.825403282768,34203.09904903593,38.90964217303594,6.793907805471533,fort_worth,"Fort Worth Metro, TX",TX,True
Country Day Estates,Benbrook,513606.648322875,2.8719599135616614,2.521751346914125,488411.600145034,5.158568750283421,0.0,0.0,0.0,0.0,0,2733.6302773586044,984.4127426188437,214.00277013453126,428.0055402690625,4360.051330381042,200,300,75,0.0,575.0,4935.051330381042,-4935.051330381042,-59220.615964572506,-57.651722537033734,2978.9185602726748,2740.605075450861,-1619.446254930181,-19433.355059162175,-18.91851976860076,118129.52911426124,-296103.0798228625,96396.93437939388,24112.43571298773,-175593.7097304809,-148.64506025469484,-100.0,118129.52911426124,-105257.31942343024,96396.93437939388,24112.43571298773,15252.050668951371,12.911293885035949,2.4583781112196057,fort_worth,"Fort Worth Metro, TX",TX,True
University Place,Fort Worth,701425.3116588015,4.250071440768566,5.391645194360328,622540.5027866577,12.67143399008328,0.0,0.0,0.0,0.0,0,3733.2800802274905,1344.398514012703,292.2605465245006,584.5210930490013,5954.460233813695,200,300,75,0.0,575.0,6529.460233813695,-6529.460233813695,-78353.52280576434,-55.85307623164183,3857.839214123408,3549.2120769935354,-2405.2481568201592,-28862.97788184191,-20.57451976860075,161327.82168152434,-391767.6140288217,131647.92543244804,32930.01130351983,-227189.67729285383,-140.82485892690394,-100.0,161327.82168152434,-156331.19825020136,131647.92543244804,32930.01130351983,8246.738485766517,5.111789398635978,1.0020726320341344,fort_worth,"Fort Worth Metro, TX",TX,True
Boston Heights,Benbrook,284866.161378512,7.442566463502764,-0.17083464742684296,297075.9322721429,-4.109983195288236,0.0,0.0,0.0,0.0,0,1516.1773436579174,545.9934759754813,118.69423390771333,237.38846781542665,2418.2535213565384,200,300,75,0.0,575.0,2993.2535213565384,-2993.2535213565384,-35919.04225627846,-63.045470340282925,1937.0898973738813,1782.1227055839709,-636.1308157725675,-7633.56978927081,-13.398519768600753,65519.217117057764,-179595.2112813923,53465.47743293928,13373.691764844378,-112756.04208360863,-172.0961376601261,-100.0,65519.217117057764,-41345.876262961945,53465.47743293928,13373.691764844378,25493.292934821715,38.90964217303598,6.793907805471555,fort_worth,"Fort Worth Metro, TX",TX,True
Bell-Hurst,Bedford,231311.3300884512,6.435955428098761,-0.9323393089747167,239327.37891853656,-3.349407354189049,0.0,0.0,0.0,0.0,0,1231.1360405684966,443.34671600286487,96.37972087018801,192.75944174037602,1963.6219191819255,200,300,75,0.0,575.0,2538.6219191819255,-2538.6219191819255,-30463.463030183106,-65.84948307230384,1850.4906407076098,1702.4513894510012,-261.1705297309243,-3134.0463567710913,-6.774519768600748,53201.605920343776,-152317.31515091553,43413.96899856615,10859.438043989678,-98043.9081083597,-184.2874973645648,-100.0,53201.605920343776,-16975.00598626507,43413.96899856615,10859.438043989678,37298.401056290764,70.10766011863603,11.210239017634095,fort_worth,"Fort Worth Metro, TX",TX,True
