neighborhood,city,current_price,baseline_cagr,recovery_cagr,peak_price_2022,distance_from_peak,median_nightly_rate,median_monthly_str_income,median_bedrooms,occupancy_rate,listing_count,monthly_mortgage,monthly_property_tax,monthly_insurance,monthly_maintenance,monthly_base_costs,str_utilities,str_cleaning,str_supplies,str_platform_fees,str_additional_costs,str_total_costs,str_monthly_cash_flow,str_annual_cash_flow,str_cash_on_cash_return,estimated_ltr_rent,ltr_effective_rent,ltr_monthly_cash_flow,ltr_annual_cash_flow,ltr_cash_on_cash_return,str_total_invested,str_cumulative_cash_flow,str_appreciation_gain,str_principal_paydown,str_total_return,str_roi_pct,str_annualized_roi,ltr_total_invested,ltr_cumulative_cash_flow,ltr_appreciation_gain,ltr_principal_paydown,ltr_total_return,ltr_roi_pct,ltr_annualized_roi,metro,metro_display,state,has_str_data
Cabot Cove,Pearland,406255.11386311706,0.25101212158815667,,,,0.0,0.0,0.0,0.0,0,2162.260327459477,778.6556349043077,236.98214975348495,338.5459282192642,3516.444040336534,200,300,75,0.0,575.0,4091.444040336534,-4091.444040336534,-49097.32848403841,-60.42672056133327,2437.5306831787025,2242.5282285244066,-1273.9158118121272,-15286.989741745527,-18.814519768600746,93438.67618851693,-245486.64242019205,76248.52147111879,19072.57304414577,-150165.5479049275,-160.71026905599714,-100.0,93438.67618851693,-82799.26741270488,76248.52147111879,19072.57304414577,12521.827102559677,13.401117838288185,2.547119822909938,houston,"Houston Metro, TX",TX,False
Sugarfield,Sugar Land,292264.28043208667,-1.0733155426141505,,,,0.0,0.0,0.0,0.0,0,1555.5532401857242,560.1732041614995,170.48749691871723,243.55356702673888,2529.76750829268,200,300,75,0.0,575.0,3104.76750829268,-3104.76750829268,-37257.21009951216,-63.73890446761181,2045.8499630246067,1882.1819659826383,-647.5855423100415,-7771.026507720499,-13.294519768600749,67220.78449937994,-186286.0504975608,54854.003066840465,13721.013339942467,-117711.03409077786,-175.11106864851251,-100.0,67220.78449937994,-42090.386188124554,54854.003066840465,13721.013339942467,26484.630218658378,39.39946612628818,6.8691172529648625,houston,"Houston Metro, TX",TX,False
Falls at Green Meadows,Katy,544551.9762385216,2.1936494454014577,,,,0.0,0.0,0.0,0.0,0,2898.3343083699465,1043.7246211238332,317.6553194724709,453.79331353210137,4713.507562498353,200,300,75,0.0,575.0,5288.507562498353,-5288.507562498353,-63462.090749980234,-58.27000315777288,3267.3118574311297,3005.9269088366395,-1707.5806536617133,-20490.96784394056,-18.814519768600764,125246.95453485998,-317310.45374990115,102204.94865291275,25565.23472254083,-189540.27037444757,-151.33323686660407,-100.0,125246.95453485998,-110985.69140936984,102204.94865291275,25565.23472254083,16784.491966083733,13.40111783828812,2.547119822909938,houston,"Houston Metro, TX",TX,False
Sugarwood,Sugar Land,472612.6312691439,3.9012453894056387,2.0382011269836298,446485.814219673,5.851656697118801,0.0,0.0,0.0,0.0,0,2515.4429026924827,905.8408765991925,275.69070157366724,393.84385939095324,4090.818340256296,200,300,75,0.0,575.0,4665.818340256295,-4665.818340256295,-55989.820083075545,-59.23436698329632,2835.6757876148636,2608.8217246056747,-1481.9966156506212,-17783.959387807452,-18.81451976860075,108700.90519190309,-279949.1004153777,88702.91876495408,22187.87806940399,-169058.30358101963,-155.5261230645322,-100.0,108700.90519190309,-96323.66043830529,88702.91876495408,22187.87806940399,14567.136396052781,13.40111783828812,2.547119822909938,houston,"Houston Metro, TX",TX,False
Royal Forest,Conroe,207264.6931257175,-3.6142890806681427,,,,0.0,0.0,0.0,0.0,0,1103.149739992699,397.2573284909585,120.9044043233352,172.72057760476457,1794.0320504117576,200,300,75,0.0,575.0,2369.0320504117576,-2369.0320504117576,-28428.384604941093,-68.5799018062804,1761.7498915685987,1620.8099002431109,-173.22215016864675,-2078.665802023761,-5.01451976860076,47670.87941891502,-142141.92302470547,38900.744543799054,9730.513818084873,-93510.66466282154,-196.15888316446296,-100.0,47670.87941891502,-11258.724478201791,38900.744543799054,9730.513818084873,37372.53388368213,78.39698855828811,12.27356263788748,houston,"Houston Metro, TX",TX,False
Crescent Lakes,Sugar Land,590093.5361644729,3.0699030793575943,3.1471406464694818,546073.0439488849,8.061282772219847,0.0,0.0,0.0,0.0,0,3140.725615994648,1131.0126109819064,344.22122942927587,491.74461347039414,5107.704069876224,200,300,75,0.0,575.0,5682.704069876224,-5682.704069876224,-68192.44883851468,-57.78105051087006,3540.5612169868377,3257.316319627891,-1850.3877502483328,-22204.653002979994,-18.81451976860075,135721.51331782877,-340962.2441925734,110752.47578881029,27703.287139832217,-202506.4812639309,-149.20735579311366,-100.0,135721.51331782877,-120267.5629970123,110752.47578881029,27703.287139832217,18188.19993163021,13.401117838288174,2.547119822909938,houston,"Houston Metro, TX",TX,False
Sugar Grove,Sugar Land,307267.94724287605,-0.2415102142979464,,,,0.0,0.0,0.0,0.0,0,1635.4090559141666,588.9302322155124,179.2396358916777,256.05662270239674,2659.6355467237536,200,300,75,0.0,575.0,3234.6355467237536,-3234.6355467237536,-38815.62656068504,-63.16250508551047,2150.875630700132,1978.8055802441218,-680.8299664796318,-8169.959597755582,-13.29451976860076,70671.62786586149,-194078.13280342522,57669.985861714114,14425.394703804428,-121982.75223790668,-172.6049843785068,-100.0,70671.62786586149,-44251.136483612085,57669.985861714114,14425.394703804428,27844.244081906458,39.39946612628807,6.86911725296484,houston,"Houston Metro, TX",TX,False
Riverstone North,Sugar Land,689965.5258164853,7.713646935072704,2.9181426790179765,647425.1022489817,6.570709634169192,0.0,0.0,0.0,0.0,0,3672.286287306594,1322.4339244815967,402.4798900596165,574.9712715137377,5972.171373361544,200,300,75,0.0,575.0,6547.171373361544,-6547.171373361544,-78566.05648033854,-56.934769594006696,3794.810391990669,3491.2255606314156,-2480.9458127301286,-29771.349752761544,-21.574519768600748,158692.0709377916,-392830.2824016927,129497.08056419936,32392.005515803234,-230941.1963216901,-145.52787354588162,-100.0,158692.0709377916,-161251.2333075328,129497.08056419936,32392.005515803234,637.852772469807,0.4019436942881977,0.08025980269668054,houston,"Houston Metro, TX",TX,False
Southgate,Pearland,409584.44575995114,1.022901312639335,,,,0.0,0.0,0.0,0.0,0,2179.980430005424,785.0368543732396,238.92426002663817,341.32037146662594,3545.2619158719276,200,300,75,0.0,575.0,4120.261915871928,-4120.261915871928,-49443.14299046314,-60.35769119445605,2457.506674559707,2260.9061405949305,-1284.355775276997,-15412.269303323965,-18.81451976860075,94204.42252478877,-247215.71495231567,76873.39147510787,19228.876124706992,-151113.4473525008,-160.41014137392236,-100.0,94204.42252478877,-83477.82192838908,76873.39147510787,19228.876124706992,12624.445671425783,13.401117838288123,2.547119822909938,houston,"Houston Metro, TX",TX,False
Sydney Harbour,Cypress,495254.5793408126,0.18171570717715468,,,,0.0,0.0,0.0,0.0,0,2635.952859074872,949.2379437365574,288.898504615474,412.71214945067715,4286.801456877581,200,300,75,0.0,575.0,4861.801456877581,-4861.801456877581,-58341.61748253097,-58.900634053888076,2971.5274760448756,2733.805277961286,-1552.9961789162949,-18635.954146995537,-18.81451976860075,113908.5532483869,-291708.0874126549,92952.50235117396,23250.85597102903,-175504.7290904519,-154.07511032797467,-100.0,113908.5532483869,-100938.3388734975,92952.50235117396,23250.85597102903,15265.019448705483,13.401117838288107,2.5471198229099157,houston,"Houston Metro, TX",TX,False
Water Crest,Conroe,326118.09303177433,-1.2552450276757776,,,,0.0,0.0,0.0,0.0,0,1735.7374481369295,625.0596783109007,190.23555426853503,271.7650775264786,2822.797758242844,200,300,75,0.0,575.0,3397.797758242844,-3397.797758242844,-40773.57309891413,-62.51350963060715,2282.8266512224204,2100.2005191246267,-722.5972391182172,-8671.166869418606,-13.294519768600752,75007.1613973081,-203867.86549457064,61207.90008573746,15310.357797641802,-127349.60761119137,-169.78326500936186,-100.0,75007.1613973081,-46965.83673635657,61207.90008573746,15310.357797641802,29552.421147022695,39.39946612628816,6.86911725296484,houston,"Houston Metro, TX",TX,False
Colony Park,Sugar Land,722049.5209120689,5.727654340273958,3.5970437578051184,654672.74840729,10.291672086350845,0.0,0.0,0.0,0.0,0,3843.0507832458616,1383.9282484147986,421.19555386537354,601.7079340933907,6249.882519619425,200,300,75,0.0,575.0,6824.882519619425,-6824.882519619425,-81898.5902354331,-56.71258539994704,3971.272365016379,3653.570575815069,-2596.311943804356,-31155.74332565227,-21.57451976860075,166071.38980977586,-409492.9511771655,135518.80707408185,33898.26185357501,-240075.88224950864,-144.56185531083963,-100.0,166071.38980977586,-168749.55544829983,135518.80707408185,33898.26185357501,667.5134793570323,0.4019436942881168,0.08025980269665833,houston,"Houston Metro, TX",TX,False
Louetta Lakes,Spring,339452.3404716946,4.364317066844592,-0.3168165960598768,349531.72965119756,-2.8836836042213765,0.0,0.0,0.0,0.0,0,1806.7079128818543,650.6169859040813,198.0138652751552,282.87695039307886,2938.2157144541698,200,300,75,0.0,575.0,3513.2157144541698,-3513.2157144541698,-42158.58857345003,-62.09794947188683,2376.1663833018624,2186.0730726377137,-752.142641816456,-9025.711701797472,-13.294519768600749,78074.03830848976,-210792.94286725018,63710.5557263174,15936.364460962941,-131146.02267996984,-167.97648171057784,-100.0,78074.03830848976,-48886.165910501644,63710.5557263174,15936.364460962941,30760.754276778694,39.399466126288196,6.8691172529648625,houston,"Houston Metro, TX",TX,False
Albury Trails Estates,Tomball,425385.4703288523,-2.145285459249413,,,,0.0,0.0,0.0,0.0,0,2264.080118582044,815.3221514636335,248.1415243584972,354.4878919407103,3682.0316863448847,200,300,75,0.0,575.0,4257.031686344884,-4257.031686344884,-51084.38023613861,-60.044810882523635,2552.312821973114,2348.127796215265,-1333.9038901296199,-16006.846681555438,-18.81451976860075,97838.65817563602,-255421.90118069306,79839.02740188042,19970.691267406393,-155612.18251140625,-159.04979219160745,-100.0,97838.65817563602,-86698.24479576986,79839.02740188042,19970.691267406393,13111.473873516952,13.401117838288176,2.547119822909938,houston,"Houston Metro, TX",TX,False
Settlers Grove,Sugar Land,319104.97148118546,5.7663747840713375,0.5049616021495451,316228.1579587853,0.9097271858931277,0.0,0.0,0.0,0.0,0,1698.4106700041164,611.6178620056054,186.1445666973582,265.92080956765454,2762.0939082747345,200,300,75,0.0,575.0,3337.0939082747345,-3337.0939082747345,-40045.12689929681,-62.74600911640432,2233.7348003682982,2055.0360163388345,-707.0578919359,-8484.6947032308,-13.294519768600752,73394.14344067266,-200225.63449648407,59891.633210854954,14981.110808553698,-125352.89047707542,-170.79413233891478,-100.0,73394.14344067266,-45955.84333582149,59891.633210854954,14981.110808553698,28916.900683587162,39.399466126288154,6.86911725296484,houston,"Houston Metro, TX",TX,False
Greenbriar,Sugar Land,229041.1631756424,6.754440725216249,-0.6300862606519964,235813.3836057051,-2.8718558406278905,0.0,0.0,0.0,0.0,0,1219.0532588759775,438.9955627533146,133.6073451857914,190.867635979702,1982.5238027947855,200,300,75,0.0,575.0,2557.5238027947853,-2557.5238027947853,-30690.285633537424,-66.99731438667705,1946.8498869929606,1791.1018960335239,-191.42190676126165,-2297.06288113514,-5.014519768600754,52679.46753039776,-153451.42816768712,42987.8897574993,10752.859879704629,-99710.67853048319,-189.27806829662222,-100.0,52679.46753039776,-12441.633504830857,42987.8897574993,10752.859879704629,41299.11613237308,78.3969885582882,12.273562637887503,houston,"Houston Metro, TX",TX,False
Willow,Spring,292063.95403057634,6.0403019610969055,-1.5049134694612887,310479.989225657,-5.931472505204161,0.0,0.0,0.0,0.0,0,1554.4870189475237,559.7892452252713,170.37063985116953,243.38662835881362,2528.033532382778,200,300,75,0.0,575.0,3103.033532382778,-3103.033532382778,-37236.402388593335,-63.747001084384124,2044.4476782140343,1880.8918639569117,-647.1416684258663,-7765.700021110396,-13.294519768600749,67174.70942703256,-186182.01194296667,54816.40454461746,13711.608560051449,-117653.99883829776,-175.14627133013136,-100.0,67174.70942703256,-42061.53621853272,54816.40454461746,13711.608560051449,26466.476886136188,39.399466126288154,6.86911725296484,houston,"Houston Metro, TX",TX,False
Teaswood,Conroe,888466.6698408952,5.122405512332073,1.1036566119358104,871525.3898148608,1.9438653450627896,0.0,0.0,0.0,0.0,0,4728.792738629491,1702.8944505283825,518.2722240738556,740.3888915340793,7690.348304765809,200,300,75,0.0,575.0,8265.348304765808,-8265.348304765808,-99184.1796571897,-55.81761422460079,4886.566684124923,4495.641349394929,-3194.7069553708798,-38336.48346445056,-21.57451976860076,204347.33406340593,-495920.8982859485,166753.02695281908,41711.094530465314,-287456.7768026641,-140.670676287595,-100.0,204347.33406340593,-207642.76025957052,166753.02695281908,41711.094530465314,821.3612237138732,0.4019436942881854,0.08025980269668054,houston,"Houston Metro, TX",TX,False
Artesian Oaks,Conroe,244776.6030990275,5.586276317208538,-0.18712942685013,248886.71491968888,-1.6513986381264445,0.0,0.0,0.0,0.0,0,1302.8038784261391,469.1551559398027,142.78635180776604,203.98050258252292,2118.7258887562307,200,300,75,0.0,575.0,2693.7258887562307,-2693.7258887562307,-32324.710665074766,-66.02900411196039,2080.601126341734,1914.1530362343954,-204.57285252183533,-2454.874230262024,-5.014519768600746,56298.618712776326,-161623.55332537382,45941.21634444778,11491.596001612634,-104190.74097931341,-185.06802362394112,-100.0,56298.618712776326,-13296.390675330837,45941.21634444778,11491.596001612634,44136.42167072957,78.39698855828823,12.273562637887503,houston,"Houston Metro, TX",TX,False
Barker Lake,Cypress,366887.3397210788,-2.0512565121464488,,,,0.0,0.0,0.0,0.0,0,1952.7285005286888,703.2007344654011,214.01761483729595,305.73944976756565,3175.6862995989513,200,300,75,0.0,575.0,3750.6862995989513,-3750.6862995989513,-45008.23559518742,-61.33795135777147,2568.2113780475515,2362.7544678037475,-812.9318317952038,-9755.181981542446,-13.294519768600754,84384.08813584813,-225041.17797593708,68859.72938085906,17224.3630837354,-138957.08551134262,-164.67214208398934,-100.0,84384.08813584813,-52837.21224353385,68859.72938085906,17224.3630837354,33246.88022106061,39.39946612628813,6.86911725296484,houston,"Houston Metro, TX",TX,False
Colony Grant,Sugar Land,377142.6200092179,5.081079509249564,1.3868676214383147,365816.51933122653,3.0961151504850903,0.0,0.0,0.0,0.0,0,2007.311409044375,722.856688351001,219.99986167204375,314.28551667434823,3264.453475741768,200,300,75,0.0,575.0,3839.453475741768,-3839.453475741768,-46073.44170890122,-61.0822527930881,2639.998340064525,2428.7984728593633,-835.6550028824049,-10027.860034588859,-13.294519768600754,86742.80260212011,-230367.2085445061,70784.50505151309,17705.82061056822,-141876.8828824248,-163.56040919406166,-100.0,86742.80260212011,-54314.124533866016,70784.50505151309,17705.82061056822,34176.20112821529,39.39946612628813,6.86911725296484,houston,"Houston Metro, TX",TX,False
Bridges on Lake Houston,Atascocita,363254.431581307,-1.7752021104077365,,,,0.0,0.0,0.0,0.0,0,1933.3926377275136,696.2376605308385,211.8984184224291,302.71202631775583,3144.240742998537,200,300,75,0.0,575.0,3719.240742998537,-3719.240742998537,-44630.88891598245,-61.4319950918379,2542.781021069149,2339.3585393836174,-804.8822036149195,-9658.586443379034,-13.294519768600754,83548.51926370063,-223154.44457991223,68177.88227335084,17053.807923950197,-137922.7543826112,-165.08102788427823,-100.0,83548.51926370063,-52314.01965098403,68177.88227335084,17053.807923950197,32917.67054631701,39.39946612628809,6.86911725296484,houston,"Houston Metro, TX",TX,False
Austin Meadows,Sugar Land,594985.0178746675,3.5131554220103833,3.117390107307716,548267.2752869423,8.52097958304643,0.0,0.0,0.0,0.0,0,3166.7601358899738,1140.3879509264461,347.07459376022274,495.82084822888964,5150.043528805532,200,300,75,0.0,575.0,5725.043528805532,-5725.043528805532,-68700.5223456664,-57.73298510193582,3569.9101072480053,3284.3172986681648,-1865.7262301373676,-22388.71476164841,-18.814519768600753,136846.55411117352,-343502.611728332,111670.53992013598,27932.92890686047,-203899.14290133555,-148.99837575426912,-100.0,136846.55411117352,-121264.50085292132,111670.53992013598,27932.92890686047,18338.96797407513,13.401117838288156,2.547119822909938,houston,"Houston Metro, TX",TX,False
Creekshire,Sugar Land,301305.1190398392,3.7964527330452746,1.1956400984037385,292049.2120004965,3.169297042762409,0.0,0.0,0.0,0.0,0,1603.6723800597247,577.5014781596918,175.7613194399062,251.087599199866,2608.022776859189,200,300,75,0.0,575.0,3183.022776859189,-3183.022776859189,-38196.27332231027,-63.38470691110276,2109.1358332788745,1940.4049666165647,-667.6178102426243,-8011.413722911491,-13.294519768600754,69300.17737916301,-190981.36661155135,56550.844665079145,14145.45613178087,-120285.06581469133,-173.5710792723863,-100.0,69300.17737916301,-43392.40088489911,56550.844665079145,14145.45613178087,27303.899911960907,39.39946612628811,6.86911725296484,houston,"Houston Metro, TX",TX,False
Meadow Place,Cinco Ranch,476572.1340976008,2.0101688021891606,,,,0.0,0.0,0.0,0.0,0,2536.517039584014,913.4299236870683,278.0004115569338,397.143445081334,4125.09081990935,200,300,75,0.0,575.0,4700.09081990935,-4700.09081990935,-56401.0898389122,-59.17371768463637,2859.432804585605,2630.6781802187566,-1494.4126396905936,-17932.95167628712,-18.814519768600753,109611.5908424482,-282005.449194561,89446.06322302553,22373.76596185693,-170185.62000967853,-155.26243046166283,-100.0,109611.5908424482,-97130.65073166376,89446.06322302553,22373.76596185693,14689.178453218701,13.40111783828811,2.5471198229099157,houston,"Houston Metro, TX",TX,False
Briar Grove,Conroe,254367.2428893676,5.206284705515474,-1.9484953084877743,276323.3377940492,-7.94579823765954,0.0,0.0,0.0,0.0,0,1353.8492910891632,487.5372155379546,148.38089168546443,211.97270240780634,2201.7401007203885,200,300,75,0.0,575.0,2776.7401007203885,-2776.7401007203885,-33320.88120864466,-65.49758693405536,1780.5707002255733,1638.1250442075275,-563.615056512861,-6763.380678154332,-13.294519768600749,58504.46586455456,-166604.4060432233,47741.24809548663,11941.850464139803,-106921.30748359687,-182.7575141547888,-100.0,58504.46586455456,-36632.651348955405,47741.24809548663,11941.850464139803,23050.44721067103,39.399466126288225,6.8691172529648625,houston,"Houston Metro, TX",TX,False
Willow Dell,Tomball,255475.5478641363,-2.1101228605424738,,,,0.0,0.0,0.0,0.0,0,1359.7481556102282,489.6614667395945,149.02740292074617,212.89628988678024,2211.3333151573493,200,300,75,0.0,575.0,2786.3333151573493,-2786.3333151573493,-33435.99978188819,-65.4387475854826,1788.328835048954,1645.2625282450379,-566.0707869123114,-6792.849442947737,-13.294519768600754,58759.37600875135,-167179.99890944094,47949.261761731,11993.882369376544,-107236.85477833339,-182.50169090012466,-100.0,58759.37600875135,-36792.26368452126,47949.261761731,11993.882369376544,23150.880446586285,39.39946612628817,6.8691172529648625,houston,"Houston Metro, TX",TX,False
Oyster Point,Sugar Land,689160.4269171295,6.0195271600701705,5.06030617349178,598874.0259176819,15.076025523247182,0.0,0.0,0.0,0.0,0,3668.001212853735,1320.8908182578316,402.0102490349922,574.3003557642746,5965.202635910833,200,300,75,0.0,575.0,6540.202635910833,-6540.202635910833,-78482.43163092999,-56.94061104321605,3790.3823480442124,3487.1517602006757,-2478.0508757101575,-29736.610508521888,-21.57451976860075,158506.8981909398,-392412.15815464995,129345.97452609893,32354.208311431517,-230711.9753171195,-145.55327115113968,-100.0,158506.8981909398,-161063.07435524015,129345.97452609893,32354.208311431517,637.1084822902922,0.4019436942881953,0.08025980269668054,houston,"Houston Metro, TX",TX,False
Oxford,Sugar Land,511160.21464878885,5.76798789704922,2.9463572831109452,475497.32965813944,7.500123085084276,0.0,0.0,0.0,0.0,0,2720.609329937326,979.7237447435119,298.17679187846016,425.9668455406574,4424.476712099956,200,300,75,0.0,575.0,4999.476712099956,-4999.476712099956,-59993.72054519947,-58.683871343958494,3066.9612878927333,2821.604384861315,-1602.872327238641,-19234.46792686369,-18.814519768600757,117566.84936922144,-299968.60272599733,95937.77228109451,23997.58230350574,-180033.24814139708,-153.1326637630634,-100.0,117566.84936922144,-104180.08256186824,95937.77228109451,23997.58230350574,15755.27202273201,13.40111783828808,2.5471198229099157,houston,"Houston Metro, TX",TX,False
Silverstone,Conroe,684722.0401362524,5.766202664554654,1.831727207469891,652774.189154576,4.894165779295423,0.0,0.0,0.0,0.0,0,3644.3782544546325,1312.3839102611505,399.4211900794806,570.6017001135436,5926.785054908807,200,300,75,0.0,575.0,6501.785054908807,-6501.785054908807,-78021.42065890568,-56.97306066223619,3765.971220749388,3464.6935230894373,-2462.0915318193697,-29545.09838183244,-21.574519768600755,157486.06923133807,-390107.10329452844,128512.9501081641,32145.83811943198,-229448.31506693235,-145.69435645122735,-100.0,157486.06923133807,-160025.78290293855,128512.9501081641,32145.83811943198,633.0053246575408,0.4019436942880909,0.08025980269665833,houston,"Houston Metro, TX",TX,False
The Hill,Sugar Land,349828.2011265659,7.219123357320267,3.751272377400583,315551.9226224377,10.86232599036967,0.0,0.0,0.0,0.0,0,1861.9326007483933,670.5040521592513,204.06645065716347,291.52350093880494,3028.026604503613,200,300,75,0.0,575.0,3603.026604503613,-3603.026604503613,-43236.31925404335,-61.79650341911784,2448.7974078859615,2252.8936152550846,-775.1329892485282,-9301.595870982339,-13.294519768600749,80460.48625911016,-216181.59627021675,65657.96268053696,16423.482908172417,-134100.15068150737,-166.66584669853876,-100.0,80460.48625911016,-50380.443560004496,65657.96268053696,16423.482908172417,31701.002028704883,39.39946612628821,6.8691172529648625,houston,"Houston Metro, TX",TX,False
Lakes of Fairhaven,Tomball,1016963.043233282,2.5895325387488066,,,,0.0,0.0,0.0,0.0,0,5412.704401344939,1949.1791661971238,593.2284418860812,847.4692026944017,8802.581212122544,200,300,75,0.0,575.0,9377.581212122544,-9377.581212122544,-112530.97454547053,-55.326973430467596,5593.296737783051,5145.8329987604075,-3656.748213362137,-43880.97856034564,-21.574519768600748,233901.49994365487,-562654.8727273527,190870.03656385734,47743.64989728795,-324041.18626620737,-138.53745544353777,-100.0,233901.49994365487,-237673.53413127645,190870.03656385734,47743.64989728795,940.1523298688408,0.40194369428811544,0.08025980269665833,houston,"Houston Metro, TX",TX,False
Riverbrook,Conroe,287142.96342230984,-2.908785907384115,,,,0.0,0.0,0.0,0.0,0,1528.2954403040594,550.3573465594271,167.5000619963474,239.2858028519249,2485.438651711759,200,300,75,0.0,575.0,3060.438651711759,-3060.438651711759,-36725.263820541106,-63.94944069468307,2010.000743956169,1849.2006844396756,-636.2379672720836,-7634.855607265003,-13.294519768600754,66042.88158713127,-183626.3191027055,53892.80199722893,13480.581430489372,-116252.93567498721,-176.02644354882236,-100.0,66042.88158713127,-41352.84066797194,53892.80199722893,13480.581430489372,26020.542759746364,39.39946612628813,6.86911725296484,houston,"Houston Metro, TX",TX,False
Chase Run,Conroe,265728.96621423424,-2.106813875721214,,,,0.0,0.0,0.0,0.0,0,1414.3211541097176,509.3138519106156,155.00856362496998,221.44080517852854,2300.0843748238317,200,300,75,0.0,575.0,2875.0843748238317,-2875.0843748238317,-34501.01249788598,-64.91767342757583,1860.1027634996397,1711.2945424196685,-588.7898324041632,-7065.477988849959,-13.294519768600754,61117.662229273876,-172505.0624894299,49873.68797211273,12475.252483280667,-110156.1220340365,-180.23615108313876,-100.0,61117.662229273876,-38268.90782819146,49873.68797211273,12475.252483280667,24080.032627201937,39.399466126288104,6.86911725296484,houston,"Houston Metro, TX",TX,False
Heritage Meadows,Katy,294100.072074481,-1.8636736558512945,,,,0.0,0.0,0.0,0.0,0,1565.3240942682366,563.6918048094219,171.55837537678056,245.08339339540086,2545.65766784984,200,300,75,0.0,575.0,3120.65766784984,-3120.65766784984,-37447.89201419808,-63.66522073601257,2058.700504521367,1894.0044641596576,-651.6532036901824,-7819.838444282189,-13.294519768600754,67643.01657713063,-187239.46007099038,55198.55601813889,13807.198766288115,-118233.70528656337,-174.79070459808102,-100.0,67643.01657713063,-42354.76738132093,55198.55601813889,13807.198766288115,26650.987403106068,39.39946612628816,6.86911725296484,houston,"Houston Metro, TX",TX,False
Teas Lake,Conroe,259150.377114299,-1.4657706041342866,,,,0.0,0.0,0.0,0.0,0,1379.3071401661539,496.70488946907307,151.1710533166744,215.95864759524918,2243.1417305471505,200,300,75,0.0,575.0,2818.1417305471505,-2818.1417305471505,-33817.7007665658,-65.24725362766965,1814.052639800093,1668.9284286160855,-574.213301931065,-6890.5596231727795,-13.29451976860076,59604.58673628877,-169088.503832829,48638.9768875771,12166.405611316819,-108283.1213339351,-181.669108474851,-100.0,59604.58673628877,-37321.49353801583,48638.9768875771,12166.405611316819,23483.88896087809,39.399466126288075,6.86911725296484,houston,"Houston Metro, TX",TX,False
Emerson Estates,Conroe,184351.9797247701,5.118684041037214,-2.0608231161772794,197146.55271106432,-6.489879133238407,0.0,0.0,0.0,0.0,0,981.1986568168926,353.34129447247597,107.53865483944922,153.62664977064176,1595.7052558994596,200,300,75,0.0,575.0,2170.7052558994596,-2170.7052558994596,-26048.463070793514,-70.64872075060651,1566.9918276605458,1441.6324814477023,-154.07277445175737,-1848.8732934210884,-5.014519768600749,42400.95533669712,-130242.31535396757,34600.342013229616,8654.824220423849,-86987.1491203141,-205.15374813979386,-100.0,42400.95533669712,-10014.094129738141,34600.342013229616,8654.824220423849,33241.07210391532,78.39698855828817,12.273562637887503,houston,"Houston Metro, TX",TX,False
Spring Park Village,Spring,280030.2567419231,5.409901706371278,-1.0789727611939637,294776.89303552755,-5.002643233581794,0.0,0.0,0.0,0.0,0,1490.4386282885482,536.7246587553526,163.35098309945514,233.35854728493595,2423.872817428292,200,300,75,0.0,575.0,2998.872817428292,-2998.872817428292,-35986.473809139505,-64.25461703287436,1960.2117971934617,1803.394853417985,-620.477964010307,-7445.735568123684,-13.294519768600757,64406.95905064231,-179932.36904569753,52557.844357237336,13146.659190315491,-114227.8654981447,-177.35329719313233,-100.0,64406.95905064231,-40328.50553342273,52557.844357237336,13146.659190315491,25375.9980141301,39.399466126288154,6.86911725296484,houston,"Houston Metro, TX",TX,False
Oak Hollow,Sugar Land,376599.7175922566,5.9905232244818585,0.3434485514668184,376746.41706403653,-0.03893851809477766,0.0,0.0,0.0,0.0,0,2004.42185438323,721.8161253851586,219.68316859548304,313.8330979935472,3259.754246357419,200,300,75,0.0,575.0,3834.754246357419,-3834.754246357419,-46017.05095628903,-61.09544007426945,2636.1980231457965,2425.302181294133,-834.4520650632862,-10013.424780759435,-13.294519768600754,86617.93504621902,-230085.25478144514,70682.6097025469,17680.332818168798,-141722.31226072944,-163.61774519919797,-100.0,86617.93504621902,-54235.938542890384,70682.6097025469,17680.332818168798,34127.00397782532,39.39946612628813,6.86911725296484,houston,"Houston Metro, TX",TX,False
La Salle Crossing,Conroe,267723.3265870255,-0.6702240744476784,-1.0291252318338162,279716.71521390876,-4.287691072630939,0.0,0.0,0.0,0.0,0,1424.9359775681537,513.1363759584655,156.17194050909822,223.10277215585458,2317.3470661915717,200,300,75,0.0,575.0,2892.3470661915717,-2892.3470661915717,-34708.164794298864,-64.82095758476373,1874.0632861091785,1724.1382232204444,-593.2088429711273,-7118.506115653528,-13.294519768600743,61576.36511501587,-173540.82397149433,50248.00210261048,12568.882280391932,-110723.93958849192,-179.8156474187383,-100.0,61576.36511501587,-38556.125267712174,50248.00210261048,12568.882280391932,24260.75911529024,39.39946612628823,6.8691172529648625,houston,"Houston Metro, TX",TX,False
